x_Molar_Fraction,Density_g/cm³,Molar_Volume_cm³/mol,"Longitudinal_Velocity_vL,_m/s","Shear_Velocity_vS,_m/s","Longitudinal_Modulus_L,_GPa","Shear_Modulus_G,_GPa","Young's_Modulus_E,_GPa","Bulk_Modulus_B,_GPa",Poisson's_Ratio_σ,"Hardness_H,_GPa","Softening_Temperature_TS,_K","Debye_Temperature_ѲD,_K"
0.027277801,2.919799125,46.3908035,7889.79244,4653.724736,205.1629244,51.491718,116.6073449,101.2058214,0.280360948,8.196312164,2397.558214,175.2130582
0.021649166,3.077609254,45.75956298,7494.304587,4337.234781,201.2080459,68.36182833,142.8936462,115.9836452,0.294731498,10.79561931,2545.336452,175.3608365
0.034474116,2.995272862,46.08890855,7589.415822,4542.580987,202.1591582,53.02059079,112.0736405,98.86677465,0.27040678,8.291800209,2374.167746,175.1896677
0.015579754,2.848234825,46.6770607,7580.762416,4420.204734,202.0726242,72.64568748,169.9113197,122.2945591,0.262107671,11.30217399,2608.445591,175.4239456
0.021685786,3.720211105,43.18915558,7588.131272,4422.977124,202.1463127,67.72415617,151.0272785,114.4378431,0.258794725,10.85647636,2529.878431,175.3453784
0.024654474,2.8281409,46.7574364,7971.56945,4705.955324,205.9806945,64.63696891,148.7303522,112.2192117,0.2522959,10.2076099,2507.692117,175.3231921
0.028242799,3.548721323,43.87511471,7814.245134,4634.058793,204.4074513,54.57816025,108.8829381,104.6482475,0.246318181,8.518246458,2431.982475,175.2474825
0.041407038,2.970626408,46.18749437,7653.348938,4471.597403,202.7984894,62.19692311,147.5426704,116.9340129,0.247348388,9.933979111,2554.840129,175.3703401
0.017986951,3.723107326,43.1775707,7391.797647,4260.7802,200.1829765,55.79539186,116.73706,107.6379419,0.261072926,8.9572274,2461.879419,175.2773794
0.030569378,3.70386798,43.25452808,7251.301412,4301.466626,198.7780141,55.21168227,125.4363463,103.0079002,0.261539993,8.685081107,2415.579002,175.231079
0.033696583,3.467362135,44.20055146,7468.984338,4329.102032,200.9548434,68.57548209,135.0119505,117.3995426,0.268052425,10.814362,2559.495426,175.3749954
0.011858017,3.485511808,44.12795277,7345.738603,4225.660542,199.722386,58.29314989,121.9989438,107.3544814,0.281271894,9.297546534,2459.044814,175.2745448
0.034301794,2.825285751,46.768857,8096.052016,4768.163404,207.2255202,62.08054225,142.1222503,108.6169185,0.291835871,9.889365359,2471.669185,175.2871692
0.016820965,3.79502285,42.8899086,7351.30149,4210.190415,199.7780149,68.46914414,141.3561694,115.075686,0.256455416,10.83816068,2536.25686,175.3517569
0.012602064,3.689054278,43.31378289,8028.30339,4810.082352,206.5480339,53.6316364,130.2276594,100.1155836,0.291832635,8.496699569,2386.655836,175.2021558
0.047955421,3.706155163,43.24537935,7653.608472,4507.760461,202.8010847,63.9650772,146.910962,114.1817186,0.25275634,9.968309131,2527.317186,175.3428172
0.048625281,3.472652092,44.17939163,7308.007864,4381.712449,199.3450786,62.51535921,151.4226423,114.2572201,0.306287698,9.726661017,2528.072201,175.3435722
0.042335894,3.161339059,45.42464376,8126.248346,4714.579521,207.5274835,61.58867891,131.6294445,112.4958858,0.261957128,9.758995266,2510.458858,175.3259589
0.022184551,3.704712163,43.25115135,7868.277152,4714.169318,204.9477715,69.94359388,134.3190542,124.7212657,0.296752106,10.94172997,2632.712657,175.4482127
0.013906885,3.108601759,45.63559296,7487.717266,4300.69671,201.1421727,71.14758827,159.7749991,117.406334,0.255999347,11.42117835,2559.56334,175.3750633
0.037369321,3.377084428,44.56166229,8216.943656,4693.689483,208.4344366,62.77773114,132.0539683,117.6424752,0.303890495,10.01427929,2561.924752,175.3774248
0.0276061,2.918733663,46.39506535,7276.887376,4155.026443,199.0338738,59.74522704,129.5822011,109.4119664,0.296077487,9.525776638,2479.619664,175.2951197
0.014881529,3.732736074,43.1390557,7450.15376,4350.488316,200.7665376,61.27937003,141.473606,108.4656979,0.266641523,9.690216131,2470.156979,175.285657
0.029807076,2.959362753,46.23254899,8059.090335,4613.749641,206.8559034,68.16804805,158.1770569,122.6008563,0.270552719,10.71920211,2611.508563,175.4270086
0.011375541,3.042647838,45.89940865,8011.868555,4689.86773,206.3836856,66.76236334,127.9523292,116.4484964,0.244241794,10.44305601,2549.984964,175.365485
0.046372816,3.372552817,44.57978873,7546.936983,4375.90285,201.7343698,55.37847394,130.7807853,103.8519435,0.259840231,8.643822456,2424.019435,175.2395194
0.020351199,3.57645207,43.76419172,7295.44293,4231.859335,199.2194293,51.20506876,112.4520326,98.3431698,0.262225677,8.231501943,2368.931698,175.1844317
0.036500891,3.433157793,44.33736883,8176.435003,4816.478421,208.02935,73.72933667,164.7127584,121.4080912,0.272522538,11.75465505,2599.580912,175.4150809
0.022468443,3.049812574,45.87074971,7573.969176,4354.221408,202.0046918,56.30227774,117.0409785,111.0944728,0.252760138,9.104993949,2496.444728,175.3119447
0.030802721,2.820933612,46.78626555,7443.396036,4413.90855,200.6989604,64.27296607,138.3475769,112.3127005,0.274162314,10.27787176,2508.627005,175.324127
0.031868411,3.569579075,43.7916837,7797.925619,4580.976617,204.2442562,69.67347145,162.0761767,124.4515307,0.286113515,11.17777596,2630.015307,175.4455153
0.017394178,3.795355253,42.88857899,8234.148441,4919.478308,208.6064844,59.0419856,139.6950078,107.3441355,0.267390785,9.576505005,2458.941355,175.2744414
0.048783385,3.621813989,43.58274404,7274.992998,4226.372405,199.01493,63.66441349,135.7493184,110.9785981,0.258628302,10.27919234,2495.285981,175.310786
0.041005313,3.275604552,44.96758179,8074.315384,4840.402292,207.0081538,54.20902373,125.4760291,101.0426656,0.278506139,8.676741918,2395.926656,175.2114267
0.047579958,3.714729589,43.21108164,7860.356121,4616.1893,204.8685612,73.07507085,150.1565629,122.1936159,0.245827246,11.43199859,2607.436159,175.4229362
0.045793094,3.225749196,45.16700321,7697.644537,4612.444454,203.2414454,52.11058025,125.0244128,99.47864474,0.265472759,8.159554519,2380.286447,175.1957864
0.033915999,3.339684743,44.71126103,8050.273827,4595.191452,206.7677383,61.65797706,139.7101038,113.6273567,0.277238185,9.983412624,2521.773567,175.3372736
0.046874969,3.29235847,44.90056612,8295.677891,4909.70811,209.2217789,64.66001517,152.928172,112.0577325,0.265158097,10.17105073,2506.077325,175.3215773
0.0135397,3.263147634,45.01740946,7480.462514,4447.124834,201.0696251,67.75101253,148.1235584,121.104981,0.26576218,10.53682112,2596.54981,175.4120498
0.017839314,3.587438862,43.72024455,7385.774539,4221.673264,200.1227454,52.6971492,107.3686272,106.0372618,0.29744269,8.363672162,2445.872618,175.2613726
0.011809092,3.341501218,44.70399513,8237.086227,4838.209841,208.6358623,62.27548426,134.3617654,110.130748,0.302841483,9.980083626,2486.80748,175.3023075
0.023013213,3.133549951,45.5358002,7967.130371,4732.939675,205.9363037,58.27344014,124.057816,110.8088414,0.296125737,9.421464631,2493.588414,175.3090884
0.025547092,3.075576586,45.76769366,7711.51913,4525.35973,203.3801913,57.82529572,121.4117214,111.4007545,0.250228649,9.18722488,2499.507545,175.3150075
0.020853961,2.857369844,46.64052062,7861.226366,4495.948621,204.8772637,68.77046901,139.418664,119.6717974,0.262253774,10.79768372,2582.217974,175.397718
0.0431495,3.39736321,44.48054716,8051.970909,4757.131928,206.7847091,51.82039366,122.0629521,100.4837178,0.288811545,8.383729937,2390.337178,175.2058372
0.024270133,3.047661801,45.8793528,8082.314402,4621.612109,207.088144,68.83593352,134.354732,118.2456054,0.305386746,10.89165096,2567.956054,175.3834561
0.02123738,2.966652583,46.20338967,8244.84689,4901.759904,208.7134689,70.78388465,172.1843871,123.6461733,0.259263738,11.02424024,2621.961733,175.4374617
0.031707843,3.467291664,44.20083334,7699.186914,4398.476388,203.2568691,70.96710473,142.2900977,118.9002794,0.30058726,11.37311599,2574.502794,175.3900028
0.015636969,3.494397165,44.09241134,7551.517854,4335.49194,201.7801785,64.35920008,160.1208108,112.7038234,0.290557944,10.26373821,2512.538234,175.3280382
0.042087879,3.564633343,43.81146663,7934.716444,4588.275395,205.6121644,58.94491301,146.9544326,105.5527564,0.305957373,9.183173002,2441.027564,175.2565276
0.012982026,3.318541127,44.79583549,7686.886066,4527.583148,203.1338607,60.32990763,129.0476165,109.3204317,0.249895885,9.385146947,2478.704317,175.2942043
0.049475477,3.705114059,43.24954376,7884.842109,4725.313122,205.1134211,73.15800267,182.3604151,119.023154,0.268868982,11.39016596,2575.73154,175.3912315
0.040889791,3.746979326,43.0820827,7691.598283,4411.398403,203.1809828,70.48969031,170.686634,118.7000347,0.274121245,11.2733499,2572.500347,175.3880003
0.017948627,3.61929723,43.59281108,7396.120437,4247.453142,200.2262044,60.26565477,117.4853728,109.0004486,0.286341205,9.564162272,2475.504486,175.2910045
0.010220885,3.449237547,44.27304981,7746.314586,4501.120898,203.7281459,72.06616903,177.8879254,119.6209604,0.285200238,11.32122341,2581.709604,175.3972096
0.042618457,3.120683744,45.58726502,7991.438754,4755.59791,206.1793875,70.20924342,135.1885042,116.2228246,0.301099757,11.00113943,2547.728246,175.3632282
0.038274294,3.793115472,42.89753811,8111.36739,4737.17587,207.3786739,72.40001874,145.4623946,122.6166912,0.296836407,11.44120761,2611.666912,175.4271669
0.039160287,3.091394806,45.70442078,7772.764191,4505.469689,203.9926419,66.32361682,149.2783664,119.9744285,0.247488478,10.33684945,2585.244285,175.4007443
0.040850814,3.020630353,45.98747859,7409.668773,4348.261236,200.3616877,68.99293321,134.42875,117.3493807,0.274652028,10.9611696,2558.993807,175.3744938
0.012961786,3.257732573,45.03906971,7685.734888,4440.938253,203.1223489,70.70572688,141.2019282,118.0737426,0.269644858,11.13001509,2566.237426,175.3817374
0.024338629,2.876272165,46.56491134,8096.991491,4712.730801,207.2349149,53.90632413,133.2615582,101.7567063,0.306820109,8.736656648,2403.067063,175.2185671
0.014634762,3.78870952,42.91516192,7683.711355,4456.384731,203.1021135,72.33966527,180.6185972,125.9585371,0.270917266,11.53095001,2645.085371,175.4605854
0.044524137,3.402549221,44.45980312,7997.650629,4751.598027,206.2415063,59.12891205,140.6607001,109.406988,0.287005006,9.204102171,2479.56988,175.2950699
0.034931925,3.371382571,44.58446972,7788.133382,4655.182834,204.1463338,60.91500939,134.5689088,107.2229129,0.261919054,9.538139131,2457.729129,175.2732291
0.023235921,3.469238317,44.19304673,7493.761633,4442.205719,201.2026163,67.82729599,165.5108492,119.9195125,0.282721624,10.72458242,2584.695125,175.4001951
0.012542334,3.312053411,44.82178635,8107.899767,4728.304236,207.3439977,67.0008478,131.7999983,113.5445371,0.257017885,10.67129484,2520.945371,175.3364454
0.022439293,2.851742882,46.66302847,7319.99903,4283.151393,199.4649903,69.46100812,171.2724473,115.0634521,0.282027219,11.07235932,2536.134521,175.3516345
0.023007333,3.426188176,44.3652473,7807.696076,4479.682885,204.3419608,60.08943301,126.8446924,107.6462818,0.298695985,9.671025461,2461.962818,175.2774628
0.039184247,3.529012138,43.95395145,7457.979708,4418.151489,200.8447971,58.45822767,141.2873184,105.1391295,0.245211981,9.113260934,2436.891295,175.2523913
0.035502299,3.23258157,45.13967372,7301.021531,4292.228726,199.2752153,50.51343208,116.2326217,101.5634068,0.275788944,7.878690523,2401.134068,175.2166341
0.04548851,3.569722616,43.79110953,7783.396988,4647.257746,204.0989699,61.41333747,152.0695311,111.2590015,0.305889349,9.788408058,2498.090015,175.31359
0.028888597,3.044731286,45.89107485,7779.665438,4481.229927,204.0616544,67.26847232,162.7094362,119.5091178,0.254033539,10.73852652,2580.591178,175.3960912
0.01478377,3.039063825,45.9137447,8009.127228,4747.744815,206.3562723,58.42558099,142.1341713,108.5412915,0.255554977,9.403229371,2470.912915,175.2864129
0.038529791,2.979802818,46.15078873,8051.015592,4754.447954,206.7751559,62.21862715,141.7995248,111.4086865,0.273661894,9.734382719,2499.586865,175.3150869
0.040431402,3.188274812,45.31690075,8032.246841,4642.440808,206.5874684,56.63259835,135.9122963,106.8947853,0.29887257,9.200201846,2454.447853,175.2699479
0.032451088,3.658541915,43.43583234,7680.05865,4531.398643,203.0655865,68.02832362,160.1576326,117.3731847,0.279453855,10.65766758,2559.231847,175.3747318
0.040838687,3.639632942,43.51146823,7925.891088,4737.552402,205.5239109,52.74900072,105.3383766,98.11986966,0.276048645,8.315363032,2366.698697,175.1821987
0.029751824,3.198995966,45.27401614,7865.3053,4699.937404,204.918053,67.1295427,153.6701388,118.9365338,0.249465695,10.48933757,2574.865338,175.3903653
0.030909313,3.403227549,44.45708981,7693.342395,4551.295174,203.198424,59.26960744,117.881638,113.8909107,0.304605119,9.235700121,2524.409107,175.3399091
0.027101641,3.533608153,43.93556739,7887.735289,4507.384754,205.1423529,52.22423093,126.4700451,101.4445665,0.265868304,8.458386716,2399.945665,175.2154457
0.011016765,3.058794707,45.83482117,8275.119225,4933.3607,209.0161923,71.87683403,139.4101423,121.1141639,0.259863851,11.16023188,2596.641639,175.4121416
0.014315657,2.986459675,46.1241613,7440.275506,4387.77866,200.6677551,60.93264442,151.8580427,106.3903332,0.269939869,9.659764932,2449.403332,175.2649033
0.011257167,3.782375033,42.94049987,8229.217978,4767.293182,208.5571798,65.8884451,141.0260465,119.7922359,0.270093476,10.27347073,2583.422359,175.3989224
0.035456416,3.43138174,44.34447304,7285.959217,4193.925709,199.1245922,65.81533246,131.7871483,120.1065463,0.272887586,10.2433539,2586.565463,175.4020655
0.022574239,3.791601565,42.90359374,7568.094342,4340.197029,201.9459434,65.03834454,160.0857058,118.1697357,0.287377907,10.47976193,2567.197357,175.3826974
0.030342828,3.154378427,45.45248629,7545.690347,4312.41566,201.7219035,66.64775817,128.4472646,112.7112129,0.298680634,10.68366119,2512.612129,175.3281121
0.046302659,3.516001383,44.00599447,7919.998265,4693.573903,205.4649826,68.5946869,149.6779544,122.5969237,0.247610711,10.81097926,2611.469237,175.4269692
0.019971689,3.0403776,45.9084896,7372.026654,4254.214419,199.9852665,62.95669548,148.7122943,108.1962521,0.27491842,9.96908295,2467.462521,175.2829625
0.026415317,3.07858817,45.75564732,8203.294102,4681.846257,208.297941,60.45226206,126.3482676,109.8980053,0.270080622,9.747593033,2484.480053,175.2999801
0.040222046,3.3267831,44.7628676,8143.757844,4739.000251,207.7025784,57.48078227,127.4521846,107.4870188,0.244685447,9.26193204,2460.370188,175.2758702
0.019151927,3.136421944,45.52431222,7948.441243,4645.690729,205.7494124,71.87225225,166.7614359,125.2122733,0.295438835,11.43391558,2637.622733,175.4531227
0.013079196,2.985945348,46.12621861,7734.126588,4447.717596,203.6062659,72.62467181,179.4690615,125.1332639,0.250571732,11.48765258,2636.832639,175.4523326
0.021590058,3.080251895,45.74899242,8259.302452,4718.716653,208.8580245,60.43158714,118.5439057,113.4025561,0.251229125,9.640296228,2519.525561,175.3350256
0.016448851,2.855390911,46.64843636,8146.187212,4689.546259,207.7268721,54.49801324,108.6873509,108.1770227,0.2470428,8.641653071,2467.270227,175.2827702
0.047187906,3.517379385,44.00048246,7779.392074,4592.743682,204.0589207,56.00991013,123.5199171,105.7706193,0.256626563,8.928148061,2443.206193,175.2587062
0.042324815,3.307195491,44.84121804,8003.563241,4581.778322,206.3006324,66.79465884,143.6809872,119.5971824,0.255139426,10.59198048,2581.471824,175.3969718
0.03533615,2.913300636,46.41679746,7854.221378,4607.687697,204.8072138,55.09778363,118.2661637,100.7781146,0.265915548,8.922517942,2393.281146,175.2087811
0.044858424,2.989977053,46.11009179,7877.475675,4524.761841,205.0397568,68.85510811,143.0930952,118.3005723,0.285534035,10.78055518,2568.505723,175.3840057
0.042146883,2.921509193,46.38396323,7593.091216,4372.638565,202.1959122,71.07860158,158.9609579,116.3799283,0.247420536,11.13381813,2549.299283,175.3647993
0.017462802,3.42646688,44.36413248,7738.189032,4502.019077,203.6468903,72.49863236,176.1697193,126.651783,0.298197373,11.33801078,2652.01783,175.4675178
0.04570236,2.91326826,46.41692696,7313.256987,4190.677331,199.3975699,50.05393562,99.93541563,104.6380734,0.264574453,8.03227259,2431.880734,175.2473807
0.03157369,3.56673951,43.80304196,7622.277797,4384.304501,202.487778,71.96354035,146.0263865,117.802931,0.282216262,11.44937699,2563.52931,175.3790293
0.042297606,2.84030581,46.70877676,7996.873418,4641.933696,206.2337342,68.35027004,157.3760934,118.6765365,0.244756322,10.71082717,2572.265365,175.3877654
0.045843652,3.06688203,45.80247188,8281.724181,4802.489616,209.0822418,54.20363566,104.8145781,102.4550317,0.267045899,8.709805483,2410.050317,175.2255503
0.022720139,3.701760009,43.26295996,8292.623054,4913.19792,209.1912305,61.85292074,142.5251196,110.2782636,0.244129207,9.867070411,2488.282636,175.3037826
0.014402077,3.531346005,43.94461598,7841.818499,4487.429422,204.683185,66.93242536,139.7999959,116.439426,0.254423871,10.52572748,2549.89426,175.3653943
0.019117407,2.89223865,46.5010454,7898.148846,4705.823882,205.2464885,72.91081929,154.1854106,119.1614789,0.272214577,11.40897666,2577.114789,175.3926148
0.027084312,3.632914843,43.53834063,7432.337636,4418.427845,200.5883764,53.76882821,115.2443224,100.5765302,0.277710508,8.724849798,2391.265302,175.2067653
0.042720591,3.30810477,44.83758092,7996.297483,4741.642476,206.2279748,54.45463307,114.8858003,105.2283197,0.253634502,8.705503405,2437.783197,175.2532832
0.044429223,3.658315197,43.43673921,7304.998086,4231.647844,199.3149809,60.18478804,144.7279109,105.3723471,0.290948625,9.640757845,2439.223471,175.2547235
0.010278085,3.414732377,44.41107049,7541.861648,4485.042957,201.6836165,71.89836958,177.41937,122.8963798,0.255907231,11.53142316,2614.463798,175.4299638
0.030429892,3.495014702,44.08994119,7966.477716,4584.580959,205.9297772,73.48639388,163.7869806,121.6755658,0.251298241,11.48775808,2602.255658,175.4177557
0.02669644,3.803566545,42.85573382,7570.220223,4343.279679,201.9672022,55.55524384,124.9508044,108.877308,0.265005744,8.787182299,2474.27308,175.2897731
0.018884312,3.05001219,45.86995124,7281.965536,4160.541469,199.0846554,56.7646467,110.253398,107.7647118,0.278740006,9.006802591,2463.147118,175.2786471
0.014794615,3.437706119,44.31917552,8147.430982,4873.62465,207.7393098,72.68456063,169.2034904,124.7654726,0.306300814,11.3753979,2633.154726,175.4486547
0.023504607,3.275718176,44.9671273,7570.242219,4384.989578,201.9674222,66.81740013,150.3698411,112.9616519,0.270379091,10.71576824,2515.116519,175.3306165
0.047716388,2.859057433,46.63377027,7296.638552,4359.949755,199.2313855,71.1166008,137.2718739,118.7752244,0.270837774,11.07437675,2573.252244,175.3887522
0.022928117,2.834325935,46.73269626,7309.568062,4226.234417,199.3606806,69.42662336,140.1761988,124.3933195,0.247738009,10.87668275,2629.433195,175.4449332
0.030751625,2.938036292,46.31785483,7505.421463,4482.440185,201.3192146,55.09313013,111.3523643,104.4296526,0.292246639,8.652279828,2429.796526,175.2452965
0.038120758,3.462600823,44.21959671,7423.810249,4432.889775,200.5031025,66.88181078,133.9362282,115.4704628,0.255452329,10.77086604,2540.204628,175.3557046
0.024545184,3.381491457,44.54403417,8083.71794,4831.721324,207.1021794,52.88192103,121.373928,106.6204746,0.290922625,8.486621824,2451.704746,175.2672047
0.048871283,3.367895266,44.59841894,7582.807734,4435.067493,202.0930773,68.70388707,168.8098317,114.0346332,0.301368863,10.95631486,2525.846332,175.3413463
0.048497892,2.851538195,46.66384722,8117.356825,4837.76924,207.4385683,65.58611015,154.6379595,115.9338438,0.292397908,10.23353923,2544.838438,175.3603384
0.020071292,3.284609966,44.93156013,7419.195366,4440.558896,200.4569537,71.19651791,155.665782,118.2990901,0.284474565,11.13091467,2568.490901,175.3839909
0.02988994,3.73537659,43.12849364,7772.269388,4505.883861,203.9876939,72.5387522,155.4092554,121.2202801,0.282046727,11.58376342,2597.702801,175.4132028
0.022035132,3.213615951,45.2155362,7988.250696,4653.685109,206.147507,52.68917162,112.3267205,99.68694234,0.272578872,8.433118747,2382.369423,175.1978694
0.02139362,3.438673245,44.31530702,7948.358278,4702.067579,205.7485828,55.07012319,124.4996805,100.4483508,0.25310619,8.590375255,2389.983508,175.2054835
0.011475478,3.592020489,43.70191804,7892.069918,4569.593675,205.1856992,62.22518457,131.6393938,111.3903059,0.293066832,9.899373224,2499.403059,175.3149031
0.034382573,3.596086026,43.68565589,8250.300067,4889.245628,208.7680007,72.3891117,147.3605734,125.2811419,0.274071303,11.42694059,2638.311419,175.4538114
0.030107161,3.334087282,44.73365087,7479.708781,4280.014757,201.0620878,68.27846643,154.4257997,122.7980108,0.283415687,10.66585693,2613.480108,175.4289801
0.01205915,3.669372426,43.3925103,7773.199044,4552.801169,203.9969904,72.63939174,155.0432065,123.8779215,0.267562959,11.51246737,2624.279215,175.4397792
0.021145859,3.207464312,45.24014275,8205.114555,4707.023181,208.3161456,66.24229549,126.4217581,115.1306664,0.256645531,10.36064944,2536.806664,175.3523067
0.046330635,3.699806283,43.27077487,7313.00503,4232.765149,199.3950503,55.47608712,106.1445427,108.1746399,0.294810033,8.959362677,2467.246399,175.2827464
0.019582476,3.057824895,45.83870042,7288.651546,4211.082292,199.1515155,50.33788165,103.9216489,100.3901215,0.265571188,8.091685216,2389.401215,175.2049012
0.015795795,3.097414243,45.68034303,7484.995642,4454.829603,201.1149564,55.21046277,121.8745193,103.8866656,0.298600842,8.942442036,2424.366656,175.2398667
0.02957811,2.872589418,46.57964233,7927.364584,4564.620268,205.5386458,66.65208271,140.8054377,113.4429796,0.304840669,10.52403308,2519.929796,175.3354298
0.049426018,3.607626018,43.63949593,7514.408783,4465.463251,201.4090878,70.87389035,135.683321,123.8351902,0.296289277,11.20844379,2623.851902,175.4393519
0.019682211,3.232884684,45.13846126,7437.338479,4416.431488,200.6383848,57.24201148,116.4240153,107.2462694,0.252072697,9.210697088,2457.962694,175.2734627
0.036885422,3.046825448,45.88269821,7734.556522,4524.456394,203.6105652,70.51593321,138.0597316,125.1539706,0.297865688,11.16711559,2637.039706,175.4525397
0.040464785,3.049472375,45.8721105,7905.868983,4561.807344,205.3236898,60.24993866,148.7678954,113.2690347,0.276719543,9.598015007,2518.190347,175.3336903
0.019505502,3.712385942,43.22045623,7501.878814,4327.13539,201.2837881,57.14644757,119.304664,106.3466088,0.259208931,9.113096759,2448.966088,175.2644661
0.039128654,3.645577434,43.48769026,7559.574936,4414.396695,201.8607494,61.76391216,117.8986504,114.1724126,0.24986883,9.798666532,2527.224126,175.3427241
0.024711325,3.367995577,44.59801769,7905.826083,4508.410142,205.3232608,61.31980913,140.8110049,110.8537241,0.26154612,9.856095585,2494.037241,175.3095372
0.035292233,3.429949692,44.35020123,8273.448712,4847.748862,208.9994871,73.2580792,149.4075643,119.0567365,0.252657906,11.56455838,2576.067365,175.3915674
0.035341188,3.289582315,44.91167074,7973.53667,4772.826576,206.0003667,62.11081299,139.1308144,112.2776235,0.245615609,10.01582751,2508.276235,175.3237762
0.031430987,3.207749877,45.23900049,8093.240016,4650.709207,207.1974002,58.12029887,115.6853904,111.7775851,0.306229154,9.3650311,2503.275851,175.3187759
0.013611591,3.726322112,43.16471155,7632.748732,4481.952869,202.5924873,69.424842,172.8961778,122.9792552,0.296387162,11.05772095,2615.292552,175.4307926
0.0434121,2.944356576,46.29257369,7528.1039,4508.23032,201.546039,72.52885063,180.0278864,123.2785198,0.290553804,11.61774812,2618.285198,175.4337852
0.022831203,3.234262322,45.13295071,7729.538111,4605.379884,203.5603811,65.4037176,150.0093134,114.203953,0.256159868,10.37694772,2527.53953,175.3430395
0.01746074,3.161116289,45.42553484,8120.053902,4835.584695,207.465539,57.58221607,133.839587,102.6832221,0.245747396,9.287538846,2412.332221,175.2278322
0.011631006,3.313169213,44.81732315,7731.786814,4597.749537,203.5828681,56.24376945,121.2349825,104.3578672,0.274567845,8.849616824,2429.078672,175.2445787
0.033635718,3.273055556,44.97777778,8163.87101,4729.091341,207.9037101,53.29564551,132.0297081,108.1937313,0.290726749,8.328520334,2467.437313,175.2829373
0.037102574,3.333700636,44.73519745,8321.073951,4965.338808,209.4757395,54.14994668,116.6521854,106.414857,0.304658754,8.704761282,2449.64857,175.2651486
0.010663513,2.958519787,46.23592085,7306.511911,4371.049224,199.3301191,69.89473561,142.8425291,122.0706212,0.297164672,10.97368037,2606.206212,175.4217062
0.030483722,3.328010086,44.75795965,7277.05542,4256.158857,199.0355542,51.87136868,102.1465083,104.4822026,0.300290648,8.334052432,2430.322026,175.245822
0.019059831,3.059994626,45.8300215,7392.350924,4292.273435,200.1885092,60.71273533,122.9357109,111.9138692,0.259035753,9.471378559,2504.638692,175.3201387
0.035806912,3.002488035,46.06004786,7652.18192,4456.836368,202.7868192,66.26939326,148.6639922,117.1279798,0.253785539,10.67755037,2556.779798,175.3722798
